farm_id,county,district,species,production,capacity,x,y,Day1,Day2,Day3,Day4,Day5,Day6,Day7,Day8,Day9,Day10,Day11,Day12,Day13,Day14,Day15,Day16,Day17,Day18,Day19,Day20,Day21,Day22,Day23,Day24,Day25,Day26,Day27,Day28,Day29,Day30
1707,Blair,Jefferson,chicken,broiler_2,938,396127.9475,4675565.234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,Susquehanna,Cranford,duck,conventional,16028,447703.859,4633954.853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1709,Allegheny,Orange Village,chicken,broiler_2,1594,439031.4101,4636899.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1710,Fulton,Alpha,chicken,broiler_1,5134,417765.8141,4631954.187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1711,Allegheny,Union,duck,conventional,16567,455978.552,4642393.155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1712,Allegheny,Durham,duck,conventional,17486,451689.2087,4647925.921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713,Allegheny,Toms River,duck,conventional,16700,464101.5154,4674286.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1714,Lancaster,Lansdale,duck,conventional,16071,429027.9958,4685013.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1715,Allegheny,Princeton,duck,conventional,13931,450119.3661,4645226.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716,Lancaster,Far Hills,chicken,broiler_2,1619,418288.3073,4687016.419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1717,Fulton,Hilltown,chicken,broiler_1,6673,412628.2138,4677115.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718,Lancaster,Branchville,duck,conventional,15672,450093.8938,4690381.908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1719,Fulton,Green Lane,duck,organic,1047,443966.2161,4633879.432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1720,Allegheny,Burlington,chicken,broiler_2,1484,452557.6388,4654232.728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1721,Allegheny,Orange Village,chicken,broiler_1,6896,444739.1139,4635730.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1722,Blair,Winslow,chicken,broiler_1,4588,394966.8234,4647939.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1723,Allegheny,Orange Village,duck,conventional,16442,447054.3318,4639311.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1724,Blair,Branchburg,duck,conventional,16924,397004.7499,4677519.259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1725,Fulton,Alpha,duck,conventional,16229,409571.6138,4634078.422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726,Allegheny,Toms River,chicken,broiler_2,1673,463362.4864,4672243.851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1727,Blair,Walpack,chicken,broiler_1,5608,405171.4565,4638751.327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1728,Allegheny,Leonia,duck,organic,514,457513.3661,4683386.859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1729,Lancaster,Lansdale,duck,conventional,16252,430294.4797,4687947.095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1730,Fulton,Chesilhurst,chicken,broiler_1,5387,436465.3875,4629037.682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731,Lancaster,Lansdale,duck,conventional,15535,423791.1865,4686420.976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1732,Blair,Branchburg,duck,conventional,15179,402261.258,4676187.327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1733,Allegheny,Burlington,duck,conventional,15045,455001.362,4654146.559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1734,Blair,Branchburg,chicken,broiler_2,995,403436.3285,4676098.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1735,Allegheny,Long Hill,duck,organic,747,461487.1686,4666367.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1736,Blair,Woodbine,chicken,broiler_2,1382,401380.6655,4631374.189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1737,Allegheny,Marion,duck,conventional,15733,456700.9046,4660180.447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1738,Allegheny,Durham,chicken,broiler_1,5343,448479.0882,4648517.894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1739,Blair,Branchburg,duck,organic,377,401909.4912,4679967.732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1740,Allegheny,Burlington,chicken,broiler_2,701,451841.6455,4652701.639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1741,Allegheny,Union,duck,conventional,15000,456249.4423,4643079.658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1742,Lancaster,Alloways Creek,duck,conventional,15435,440524.6252,4690210.858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1743,Allegheny,Marion,duck,conventional,15212,452290.652,4662091.337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1744,Lancaster,Tuckerton,duck,organic,209,405517.3376,4684318.884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1745,Fulton,Amboy,duck,conventional,15833,409860.0526,4625003.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1746,Fulton,Gloucester City,duck,conventional,16086,428037.6978,4631707.329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1747,Allegheny,Toms River,chicken,broiler_2,2081,461590.6202,4673958.919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748,Allegheny,Orange Village,duck,conventional,13467,449420.1442,4637652.474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1749,Fulton,Gloucester City,duck,organic,653,427737.7238,4625528.247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1750,Fulton,Lincoln Park,duck,conventional,15734,419916.9253,4626274.373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1751,Lancaster,Kearny,chicken,broiler_1,4128,405821.8343,4688522.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1752,Lancaster,Emerson,duck,organic,332,430184.1937,4678766.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1753,Lancaster,Hampton,duck,conventional,15691,405742.6525,4690827.594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1754,Lancaster,Alloways Creek,chicken,broiler_2,2316,443631.5275,4693748.738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755,Allegheny,Union,duck,organic,387,453761.3687,4640239.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756,Indiana,Lakewood,chicken,broiler_1,5012,455781.1268,4688719.238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1757,Lancaster,Emerson,duck,organic,798,437556.5331,4682081.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1758,Lancaster,Kearny,chicken,broiler_2,1291,408457.7024,4690886.951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1759,Allegheny,Toms River,duck,conventional,16375,457994.1185,4675479.121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760,Allegheny,Toms River,duck,conventional,16522,460209.3256,4677212.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1761,Blair,Quinton,duck,conventional,15303,404670.5575,4650410.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1762,Indiana,Lakewood,chicken,broiler_2,1129,455135.6144,4685574.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1763,Fulton,Amboy,duck,conventional,13956,411687.6902,4628653.709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1764,Allegheny,Toms River,duck,conventional,17022,462306.4768,4671343.151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1765,Blair,Denville,duck,conventional,14638,393329.8441,4662173.907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1766,Lancaster,Branchville,duck,conventional,15306,452873.1476,4684281.211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1767,Allegheny,Toms River,chicken,broiler_1,4517,456443.4141,4671397.601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1768,Fulton,Somers Point,chicken,broiler_2,1052,429043.0324,4634672.879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769,Fulton,Chesilhurst,duck,conventional,16304,439486.4137,4633201.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770,Allegheny,Burlington,duck,conventional,12639,457297.6847,4651957.249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771,Blair,Walpack,chicken,broiler_2,2387,408492.838,4631021.421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1772,Fulton,Mine Hill,duck,organic,363,423239.495,4623775.947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1773,Fulton,Mountain Lakes,duck,conventional,14767,411197.5331,4673176.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1774,Allegheny,Long Hill,chicken,broiler_1,6641,457067.4638,4665361.677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1775,Lancaster,Lansdale,chicken,broiler_2,1573,422026.5942,4689439.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1776,Blair,Carlstadt,duck,conventional,15566,400016.7425,4662714.359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777,Fulton,Hilltown,duck,conventional,17469,409949.3015,4677527.401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1778,Allegheny,Marion,duck,conventional,16430,451416.4992,4665098.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1779,Lancaster,Far Hills,duck,organic,888,418021.7366,4692883.221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1780,Lancaster,Kearny,duck,conventional,17663,405769.3593,4689933.209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,Allegheny,Leonia,duck,conventional,16780,461881.7919,4680955.138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782,Blair,Jefferson,duck,organic,900,400215.3881,4675342.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1783,Fulton,Mountain Lakes,duck,conventional,14167,405818.9926,4670786.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1784,Blair,Carlstadt,duck,conventional,14199,403110.4371,4668084.459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1785,Blair,Carlstadt,duck,organic,744,399239.9006,4670798.544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1786,Blair,Carlstadt,chicken,broiler_2,2604,405050.6732,4658509.541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1787,Allegheny,Marion,duck,conventional,15665,457458.7662,4663760.803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1788,Blair,Quinton,duck,conventional,15801,404135.7168,4649264.121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1789,Allegheny,Marion,duck,organic,802,452829.9266,4659937.869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1790,Blair,Mantoloking,duck,conventional,17335,394901.1751,4643280.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1791,Lancaster,Branchville,duck,conventional,15912,455839.1756,4691440.109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1792,Blair,Branchburg,chicken,broiler_2,1828,399736.4698,4683239.748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1793,Fulton,Amboy,duck,organic,960,408055.5371,4627112.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1794,Fulton,Lincoln Park,duck,organic,931,421406.4264,4625401.172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1795,Lancaster,Rockledge,duck,conventional,13461,446418.6141,4686958.429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1796,Blair,Carlstadt,chicken,broiler_2,694,403081.9574,4660732.188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1797,Fulton,Mine Hill,chicken,broiler_2,2298,422409.9678,4624042.114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1798,Blair,Walpack,duck,conventional,17093,407286.297,4640308.652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1799,Fulton,Lincoln Park,duck,conventional,15752,419284.2877,4631447.903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800,Susquehanna,Amwell,duck,organic,663,454940.3747,4639455.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1801,Blair,Branchburg,chicken,broiler_2,1228,402859.3488,4680329.595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1802,Fulton,Somers Point,duck,conventional,17116,433295.5933,4634178.616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1803,Lancaster,Alloways Creek,chicken,broiler_1,6454,446153.0293,4691197.636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1804,Blair,Jefferson,duck,conventional,15749,396470.8271,4674285.835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1805,Blair,Jefferson,duck,conventional,16188,401601.6774,4671478.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1806,Allegheny,Toms River,chicken,broiler_2,2261,463993.9335,4676647.297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1807,Fulton,Somers Point,chicken,broiler_2,2708,428857.7659,4633390.178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1808,Fulton,Mine Hill,duck,organic,360,425807.0234,4621722.539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1809,Allegheny,Toms River,duck,conventional,13162,465366.1872,4676322.192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1810,Blair,Quinton,chicken,broiler_1,4881,398633.157,4650127.867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1811,Allegheny,Durham,duck,conventional,15560,455663.857,4647261.174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1812,Blair,Quinton,chicken,broiler_2,1595,397424.0082,4648687.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813,Indiana,Lakewood,chicken,broiler_2,1674,459942.2725,4691020.459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1814,Fulton,Gloucester City,chicken,broiler_2,1373,428358.9249,4626810.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1815,Fulton,Mountain Lakes,duck,conventional,14864,408885.4348,4671425.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1816,Fulton,Lincoln Park,chicken,layer,19692,423569.3897,4626916.386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1817,Fulton,Mountain Lakes,chicken,broiler_2,1616,406610.519,4672909.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1818,Allegheny,Toms River,chicken,broiler_1,4978,462202.8957,4678163.262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819,Fulton,Mine Hill,duck,organic,801,424271.6584,4622936.882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1820,Allegheny,Long Hill,chicken,broiler_2,758,467553.3573,4669181.229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1821,Fulton,Amboy,chicken,broiler_1,6565,407183.7707,4628173.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1822,Allegheny,Leonia,duck,conventional,14735,456499.4685,4684076.688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1823,Lancaster,Emerson,chicken,broiler_2,1005,435096.9124,4686643.761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1824,Lancaster,Far Hills,chicken,broiler_2,2448,415706.7365,4685272.392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1825,Allegheny,Durham,chicken,broiler_1,4286,454495.7147,4647683.548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1826,Blair,New Britain,chicken,broiler_1,3982,394001.365,4660454.784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1827,Blair,Carlstadt,duck,conventional,16374,399605.729,4670488.808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1828,Allegheny,Long Hill,chicken,broiler_1,5202,462198.9127,4670589.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1829,Blair,Carlstadt,duck,organic,1229,404646.5593,4663654.724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1830,Lancaster,Tuckerton,duck,conventional,15753,407088.0037,4688149.755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1831,Lancaster,Lansdale,chicken,broiler_2,1938,429802.2537,4686782.908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1832,Allegheny,Long Hill,duck,conventional,16264,463348.6491,4665444.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1833,Allegheny,Passaic,chicken,broiler_2,2535,463916.2786,4680585.727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1834,Allegheny,Princeton,duck,conventional,15865,451836.0627,4645329.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1835,Fulton,Lincoln Park,duck,organic,1087,416356.812,4629365.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1836,Susquehanna,Cranford,chicken,broiler_2,2172,450623.1359,4633551.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1837,Indiana,Lakewood,duck,organic,819,454461.6598,4688974.495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1838,Allegheny,Orange Village,duck,organic,745,434150.5832,4639163.219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1839,Allegheny,Princeton,duck,conventional,14992,450830.6672,4643928.593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1840,Fulton,Alpha,duck,organic,1101,414831.1038,4634072.372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1841,Lancaster,Branchville,duck,organic,443,448702.302,4690525.319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1842,Allegheny,Union,duck,conventional,16365,453873.8759,4643770.863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1843,Fulton,Mountain Lakes,chicken,broiler_1,4717,410062.4794,4671240.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1844,Fulton,Somers Point,chicken,broiler_2,1010,431129.6647,4632811.147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1845,Allegheny,Toms River,chicken,broiler_2,1230,458393.1587,4676801.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1846,Blair,Walpack,chicken,broiler_2,2044,404229.6393,4641991.373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1847,Fulton,Mine Hill,chicken,broiler_2,2101,424514.6107,4621523.598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1848,Lancaster,Emerson,duck,organic,1084,437887.4111,4688629.162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1849,Indiana,Wharton,chicken,broiler_2,2561,466467.6717,4684918.309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
